country,date,account_cnt,total_country_account_cnt,rank_total_country_account_cnt,send_interval,is_verified,is_unsubscribed,sent_msg,total_country_sent_cnt,rank_total_country_sent_cnt,open_msg,click_msg
India,2021-01-24,2,2687,2,1,0,1,7,51189,2,7,0
United States,2021-01-01,60,12384,1,1,1,0,2510,233503,1,843,107
India,2021-01-12,6,2687,2,1,1,1,38,51189,2,18,3
France,2020-11-25,1,553,5,1,0,0,0,9520,6,0,0
France,2020-12-01,3,553,5,1,1,0,73,9520,6,26,0
United States,2020-12-13,21,12384,1,1,1,1,246,233503,1,125,14
Italy,2021-02-11,0,386,9,3,1,0,6,7897,11,1,0
Singapore,2021-01-07,1,375,10,1,0,0,2,8899,10,0,0
United States,2021-02-18,0,12384,1,1,1,1,29,233503,1,3,2
Canada,2020-12-28,0,2067,3,7,1,1,2,37914,3,2,0
United Kingdom,2021-01-06,10,859,4,1,1,0,137,15748,4,34,4
United Kingdom,2021-01-04,1,859,4,1,1,1,8,15748,4,2,0
United States,2021-01-21,34,12384,1,1,0,0,28,233503,1,6,0
Singapore,2020-12-08,8,375,10,1,1,0,80,8899,10,21,4
Singapore,2020-11-03,2,375,10,1,1,1,0,8899,10,0,0
France,2020-12-23,1,553,5,1,0,0,1,9520,6,0,0
United States,2021-02-11,0,12384,1,1,1,0,1215,233503,1,409,35
China,2020-12-18,0,490,8,7,1,1,6,10181,5,5,2
France,2021-01-31,0,553,5,1,1,1,3,9520,6,0,0
United States,2020-12-09,0,12384,1,1,0,1,7,233503,1,4,2
India,2021-02-13,0,2687,2,7,1,0,3,51189,2,0,0
India,2021-02-19,0,2687,2,1,1,0,115,51189,2,47,4
Germany,2021-02-08,0,490,8,1,1,0,51,9483,8,18,3
China,2020-12-27,2,490,8,1,1,0,129,10181,5,37,2
India,2021-01-29,0,2687,2,7,1,0,3,51189,2,0,0
United States,2021-01-30,0,12384,1,7,1,1,5,233503,1,0,0
Italy,2021-01-12,1,386,9,1,1,0,100,7897,11,34,1
Canada,2020-12-12,16,2067,3,1,1,0,450,37914,3,167,18
United Kingdom,2021-01-19,1,859,4,7,0,1,2,15748,4,0,0
United States,2020-11-20,73,12384,1,1,1,0,1458,233503,1,560,60
Singapore,2021-02-10,0,375,10,1,1,0,46,8899,10,26,1
Spain,2020-11-16,5,536,6,1,1,0,51,9491,7,13,0
France,2020-11-14,2,553,5,1,0,0,2,9520,6,2,0
United States,2021-02-15,0,12384,1,7,1,1,3,233503,1,1,0
India,2021-01-22,7,2687,2,1,1,1,33,51189,2,20,3
Taiwan,2021-01-12,2,500,7,1,1,0,106,9189,9,28,3
United States,2020-12-09,74,12384,1,1,0,0,45,233503,1,15,0
United States,2020-12-07,2,12384,1,7,1,1,0,233503,1,0,0
France,2021-01-28,0,553,5,3,1,0,2,9520,6,0,0
United States,2020-12-15,1,12384,1,7,1,0,27,233503,1,15,7
Canada,2021-02-06,0,2067,3,1,0,0,5,37914,3,0,0
Taiwan,2021-01-14,7,500,7,1,1,0,103,9189,9,16,3
Canada,2020-12-31,0,2067,3,7,1,1,1,37914,3,1,0
United States,2021-01-07,0,12384,1,7,1,0,19,233503,1,10,2
France,2021-02-04,0,553,5,3,1,0,3,9520,6,0,0
Canada,2021-01-13,7,2067,3,1,0,0,9,37914,3,4,0
China,2021-01-24,0,490,8,1,1,1,4,10181,5,1,0
Germany,2020-11-25,3,490,8,1,0,0,0,9483,8,0,0
United States,2020-12-06,2,12384,1,7,1,1,5,233503,1,5,1
Spain,2021-01-09,0,536,6,1,1,1,11,9491,7,3,0
Italy,2020-12-25,1,386,9,1,1,0,76,7897,11,32,0
Spain,2020-12-24,2,536,6,1,0,0,2,9491,7,1,0
Spain,2021-01-20,2,536,6,1,0,0,4,9491,7,0,0
Singapore,2021-01-01,0,375,10,1,1,1,4,8899,10,4,0
United Kingdom,2021-01-28,0,859,4,1,0,0,1,15748,4,0,0
United Kingdom,2020-12-22,6,859,4,1,1,0,182,15748,4,53,3
China,2021-01-06,3,490,8,1,1,0,126,10181,5,53,7
United States,2020-11-25,35,12384,1,1,0,0,26,233503,1,7,0
United States,2021-01-02,1,12384,1,3,1,1,0,233503,1,0,0
China,2020-11-27,0,490,8,1,1,1,9,10181,5,0,0
India,2020-11-17,1,2687,2,7,1,1,2,51189,2,2,2
India,2020-11-12,17,2687,2,1,1,0,213,51189,2,82,12
India,2021-01-22,8,2687,2,1,0,0,3,51189,2,1,0
India,2021-01-19,0,2687,2,3,1,0,5,51189,2,4,0
China,2021-02-15,0,490,8,1,1,0,17,10181,5,0,0
India,2020-11-28,13,2687,2,1,1,0,450,51189,2,143,16
Italy,2021-01-24,0,386,9,3,1,0,8,7897,11,5,1
India,2020-11-16,3,2687,2,1,0,1,0,51189,2,0,0
Singapore,2020-12-03,4,375,10,1,1,0,70,8899,10,9,1
France,2020-12-11,0,553,5,1,1,1,12,9520,6,1,0
Canada,2021-01-11,3,2067,3,1,1,1,49,37914,3,34,5
Canada,2021-01-13,0,2067,3,7,1,1,2,37914,3,2,0
United Kingdom,2021-02-21,0,859,4,1,1,0,19,15748,4,8,0
Germany,2020-12-16,4,490,8,1,1,0,115,9483,8,31,0
United States,2020-11-15,0,12384,1,3,1,0,2,233503,1,2,0
United Kingdom,2020-11-15,1,859,4,1,0,0,1,15748,4,0,0
Germany,2020-12-16,0,490,8,2,1,0,6,9483,8,1,0
Spain,2021-01-21,2,536,6,1,0,0,1,9491,7,0,0
United States,2021-01-06,2,12384,1,1,0,1,8,233503,1,0,0
United States,2020-12-09,1,12384,1,7,1,0,14,233503,1,7,3
Canada,2020-12-14,18,2067,3,1,1,0,480,37914,3,180,31
Singapore,2021-02-11,0,375,10,1,1,0,42,8899,10,22,0
United States,2020-11-26,0,12384,1,3,1,0,6,233503,1,6,2
Italy,2021-01-29,0,386,9,1,0,0,1,7897,11,0,0
China,2020-12-14,3,490,8,1,0,0,3,10181,5,1,0
Germany,2021-01-04,0,490,8,2,1,0,4,9483,8,0,0
United States,2021-01-20,25,12384,1,1,1,1,208,233503,1,128,9
United States,2021-02-23,0,12384,1,1,1,1,16,233503,1,4,0
United States,2021-01-23,1,12384,1,1,0,1,19,233503,1,4,1
Germany,2020-11-23,0,490,8,1,1,1,7,9483,8,4,3
India,2020-11-16,6,2687,2,1,1,1,24,51189,2,17,4
Singapore,2020-12-23,3,375,10,1,0,0,1,8899,10,1,0
United States,2021-02-22,0,12384,1,7,1,1,5,233503,1,3,0
Germany,2021-01-02,2,490,8,1,0,0,1,9483,8,0,0
France,2021-01-20,0,553,5,1,0,1,1,9520,6,0,0
United Kingdom,2021-01-09,2,859,4,1,0,0,1,15748,4,1,0
Canada,2020-12-23,14,2067,3,1,1,0,419,37914,3,148,11
France,2020-12-19,6,553,5,1,1,0,89,9520,6,30,7
India,2020-12-14,1,2687,2,7,1,0,12,51189,2,12,7
France,2020-12-11,6,553,5,1,1,0,79,9520,6,16,1
Italy,2021-01-14,0,386,9,1,1,0,87,7897,11,15,2
France,2020-12-08,1,553,5,1,0,0,2,9520,6,2,0
United States,2020-11-16,1,12384,1,7,1,1,5,233503,1,5,0
France,2020-11-21,1,553,5,1,0,0,1,9520,6,0,0
India,2021-02-13,0,2687,2,1,1,0,190,51189,2,62,7
United States,2020-11-04,80,12384,1,1,1,0,339,233503,1,140,16
United Kingdom,2021-01-30,0,859,4,1,1,0,176,15748,4,53,6
Canada,2020-11-24,0,2067,3,1,0,1,3,37914,3,3,0
United States,2020-11-19,23,12384,1,1,1,1,133,233503,1,90,10
India,2021-01-13,1,2687,2,1,0,1,6,51189,2,5,0
China,2020-12-16,0,490,8,7,1,1,5,10181,5,2,1
United States,2021-01-14,0,12384,1,3,1,0,1,233503,1,1,0
China,2020-11-30,3,490,8,1,1,0,82,10181,5,29,1
India,2020-12-10,1,2687,2,1,0,1,0,51189,2,0,0
France,2020-12-02,2,553,5,1,1,0,70,9520,6,28,1
China,2020-12-14,2,490,8,1,1,1,8,10181,5,7,0
France,2020-11-14,0,553,5,7,1,1,3,9520,6,2,2
India,2021-01-27,7,2687,2,1,1,1,49,51189,2,34,7
Italy,2021-02-05,0,386,9,1,1,0,58,7897,11,11,1
Canada,2020-11-15,0,2067,3,1,0,1,3,37914,3,0,0
India,2020-12-13,0,2687,2,3,1,0,2,51189,2,1,1
Canada,2020-12-16,14,2067,3,1,1,0,512,37914,3,189,26
India,2021-02-12,0,2687,2,1,1,1,31,51189,2,17,1
United States,2021-01-30,0,12384,1,1,0,1,6,233503,1,1,0
Singapore,2020-12-20,0,375,10,1,1,0,70,8899,10,5,1
Canada,2020-12-31,0,2067,3,3,1,0,13,37914,3,12,1
United States,2020-12-28,0,12384,1,7,1,1,6,233503,1,0,0
India,2021-01-07,8,2687,2,1,1,1,60,51189,2,37,6
France,2020-12-30,0,553,5,1,1,1,33,9520,6,27,1
Taiwan,2020-12-22,2,500,7,1,1,0,100,9189,9,32,3
India,2020-11-27,4,2687,2,1,1,1,45,51189,2,26,2
United Kingdom,2021-01-19,0,859,4,7,1,0,5,15748,4,4,0
United States,2020-12-09,114,12384,1,1,1,0,2393,233503,1,719,83
United States,2020-11-15,0,12384,1,2,1,0,2,233503,1,0,0
Germany,2020-12-19,0,490,8,2,1,0,4,9483,8,0,0
France,2021-01-26,1,553,5,1,0,0,0,9520,6,0,0
India,2021-01-20,0,2687,2,7,1,0,2,51189,2,0,0
Canada,2021-02-19,0,2067,3,1,1,0,119,37914,3,31,4
Canada,2020-11-23,5,2067,3,1,1,1,23,37914,3,9,2
France,2021-01-30,0,553,5,3,1,0,3,9520,6,0,0
India,2021-02-06,0,2687,2,1,0,1,3,51189,2,0,0
Taiwan,2021-01-05,0,500,7,1,1,1,1,9189,9,1,0
United States,2021-01-04,1,12384,1,7,1,1,6,233503,1,6,0
Spain,2021-01-28,0,536,6,1,1,0,78,9491,7,17,1
Italy,2021-01-18,3,386,9,1,1,1,3,7897,11,3,0
United Kingdom,2020-11-25,1,859,4,1,1,1,3,15748,4,0,0
United States,2020-11-21,2,12384,1,1,0,1,5,233503,1,0,0
United States,2021-01-13,0,12384,1,3,1,0,1,233503,1,1,0
Germany,2021-01-07,6,490,8,1,1,0,124,9483,8,39,3
Canada,2021-02-17,0,2067,3,1,0,0,5,37914,3,0,0
France,2020-11-13,4,553,5,1,0,0,1,9520,6,1,0
Canada,2020-11-16,10,2067,3,1,1,0,187,37914,3,71,8
Taiwan,2020-12-07,1,500,7,1,0,0,2,9189,9,1,0
United Kingdom,2020-11-05,2,859,4,1,1,1,4,15748,4,4,1
Canada,2020-12-26,3,2067,3,1,0,0,3,37914,3,1,0
United States,2021-02-14,0,12384,1,1,1,1,41,233503,1,15,2
India,2020-11-11,3,2687,2,1,1,1,19,51189,2,6,0
China,2021-01-07,3,490,8,1,1,0,128,10181,5,60,4
United States,2020-11-14,1,12384,1,1,0,1,3,233503,1,0,0
Canada,2021-01-05,0,2067,3,7,1,1,4,37914,3,4,0
Germany,2021-01-03,2,490,8,1,1,0,104,9483,8,31,0
United States,2021-01-14,1,12384,1,7,1,1,6,233503,1,4,0
Canada,2020-11-17,5,2067,3,1,0,0,1,37914,3,0,0
France,2020-12-13,4,553,5,1,1,0,82,9520,6,15,0
Spain,2021-01-23,3,536,6,1,0,0,0,9491,7,0,0
Canada,2020-11-16,3,2067,3,1,1,1,6,37914,3,6,0
France,2020-11-15,2,553,5,1,0,0,0,9520,6,0,0
Germany,2020-12-20,0,490,8,1,0,0,2,9483,8,1,0
United States,2021-02-24,0,12384,1,7,1,1,3,233503,1,0,0
India,2021-01-04,11,2687,2,1,0,0,9,51189,2,4,0
United States,2020-12-08,6,12384,1,1,0,1,13,233503,1,8,1
France,2021-01-01,1,553,5,1,1,0,89,9520,6,40,3
United States,2020-11-09,1,12384,1,3,1,1,0,233503,1,0,0
India,2020-12-21,4,2687,2,1,1,1,70,51189,2,37,4
China,2020-12-16,2,490,8,1,1,1,15,10181,5,14,0
Italy,2021-01-30,0,386,9,3,1,0,6,7897,11,3,1
United Kingdom,2020-11-04,5,859,4,1,1,0,20,15748,4,15,8
China,2021-01-16,3,490,8,1,0,0,0,10181,5,0,0
France,2020-12-03,4,553,5,1,1,0,76,9520,6,32,2
Canada,2020-11-22,9,2067,3,1,1,0,261,37914,3,94,5
United States,2020-11-30,1,12384,1,7,1,1,2,233503,1,2,2
Canada,2020-11-30,10,2067,3,1,0,0,3,37914,3,2,0
Germany,2020-11-26,3,490,8,1,1,0,48,9483,8,27,2
India,2020-12-24,0,2687,2,7,1,0,12,51189,2,9,0
United States,2020-11-16,17,12384,1,1,1,1,94,233503,1,34,3
United States,2020-12-16,2,12384,1,7,1,1,1,233503,1,1,0
France,2020-12-23,0,553,5,7,1,1,7,9520,6,1,0
Canada,2020-11-06,7,2067,3,1,0,0,7,37914,3,1,0
Spain,2020-12-26,1,536,6,3,1,0,0,9491,7,0,0
United Kingdom,2020-12-15,3,859,4,1,1,0,204,15748,4,68,11
United Kingdom,2020-11-24,3,859,4,1,0,0,1,15748,4,0,0
China,2020-12-10,4,490,8,1,0,0,1,10181,5,0,0
Germany,2020-12-02,2,490,8,1,1,1,3,9483,8,1,0
Canada,2020-11-20,16,2067,3,1,1,0,262,37914,3,74,5
Italy,2020-12-27,0,386,9,1,1,1,26,7897,11,5,1
Taiwan,2020-11-01,1,500,7,1,0,0,0,9189,9,0,0
China,2020-11-22,0,490,8,1,1,1,5,10181,5,5,0
United States,2021-01-07,56,12384,1,1,0,0,32,233503,1,10,0
Singapore,2021-01-22,1,375,10,1,1,0,112,8899,10,40,3
Taiwan,2021-01-11,1,500,7,1,1,0,98,9189,9,30,5
Italy,2020-11-16,3,386,9,1,1,0,44,7897,11,16,3
France,2020-12-12,0,553,5,1,0,1,3,9520,6,3,2
United States,2020-11-27,83,12384,1,1,1,0,1881,233503,1,607,61
United States,2021-01-05,23,12384,1,1,1,1,153,233503,1,82,11
United States,2021-01-26,80,12384,1,1,1,0,2347,233503,1,795,83
United States,2021-02-07,0,12384,1,1,1,0,1541,233503,1,534,41
United States,2021-02-16,0,12384,1,7,1,0,9,233503,1,7,2
United Kingdom,2020-12-29,2,859,4,1,1,0,166,15748,4,52,6
Spain,2021-02-10,0,536,6,1,1,0,32,9491,7,5,2
Canada,2021-01-06,0,2067,3,7,1,0,1,37914,3,0,0
Canada,2020-11-23,8,2067,3,1,0,0,6,37914,3,2,0
India,2021-01-28,0,2687,2,1,1,1,43,51189,2,28,6
China,2021-01-02,1,490,8,1,0,0,0,10181,5,0,0
India,2020-12-18,3,2687,2,1,1,1,85,51189,2,57,4
United States,2021-02-08,0,12384,1,1,0,0,7,233503,1,0,0
Canada,2021-01-04,5,2067,3,1,1,1,40,37914,3,14,1
China,2020-11-03,4,490,8,1,1,1,7,10181,5,6,0
India,2020-12-12,1,2687,2,1,0,1,0,51189,2,0,0
France,2021-02-06,0,553,5,3,1,0,2,9520,6,0,0
Taiwan,2020-12-19,1,500,7,1,0,1,0,9189,9,0,0
Spain,2021-02-10,0,536,6,1,1,1,5,9491,7,1,1
Canada,2021-02-07,0,2067,3,1,1,1,5,37914,3,5,0
China,2021-01-20,2,490,8,1,0,0,3,10181,5,0,0
China,2021-01-09,1,490,8,1,1,1,1,10181,5,1,0
Canada,2020-12-11,7,2067,3,1,1,1,40,37914,3,28,1
United States,2020-12-25,0,12384,1,7,1,1,6,233503,1,0,0
Canada,2021-01-16,0,2067,3,7,1,0,1,37914,3,0,0
India,2020-11-18,5,2687,2,1,1,1,17,51189,2,3,0
Singapore,2021-02-08,0,375,10,1,1,0,40,8899,10,19,0
France,2021-01-07,0,553,5,7,1,0,3,9520,6,0,0
United States,2020-11-18,0,12384,1,1,0,1,4,233503,1,0,0
China,2020-11-26,3,490,8,1,0,0,2,10181,5,0,0
United States,2020-11-10,2,12384,1,1,0,1,0,233503,1,0,0
China,2020-11-04,3,490,8,1,1,0,5,10181,5,0,0
India,2020-11-03,1,2687,2,3,1,1,0,51189,2,0,0
United States,2020-11-29,1,12384,1,7,1,1,0,233503,1,0,0
China,2021-01-31,0,490,8,1,1,0,105,10181,5,48,4
Taiwan,2020-12-02,1,500,7,1,1,1,11,9189,9,11,3
United Kingdom,2021-01-18,4,859,4,1,0,0,6,15748,4,0,0
United States,2021-02-12,0,12384,1,7,1,1,5,233503,1,0,0
China,2020-11-25,0,490,8,1,1,1,9,10181,5,5,0
India,2020-11-23,1,2687,2,1,0,1,0,51189,2,0,0
Spain,2020-11-17,3,536,6,1,1,0,70,9491,7,23,2
Spain,2021-02-18,0,536,6,1,1,0,12,9491,7,3,1
Taiwan,2020-12-07,0,500,7,1,1,1,7,9189,9,0,0
India,2020-12-13,28,2687,2,1,1,0,580,51189,2,188,20
Taiwan,2020-12-01,0,500,7,7,1,0,3,9189,9,0,0
Singapore,2021-02-04,0,375,10,1,1,0,73,8899,10,26,3
United States,2021-01-08,36,12384,1,1,0,0,24,233503,1,10,0
India,2021-01-10,6,2687,2,1,0,0,5,51189,2,4,0
Singapore,2021-01-25,0,375,10,2,1,0,1,8899,10,0,0
Germany,2020-11-15,2,490,8,1,0,0,2,9483,8,0,0
United States,2020-12-24,14,12384,1,1,1,1,254,233503,1,133,18
China,2020-11-14,1,490,8,1,1,0,33,10181,5,23,2
United States,2020-11-07,1,12384,1,1,0,1,3,233503,1,0,0
Spain,2020-11-20,1,536,6,1,0,0,0,9491,7,0,0
United States,2021-01-13,0,12384,1,7,1,0,24,233503,1,10,0
France,2020-12-09,6,553,5,1,1,0,85,9520,6,23,0
United Kingdom,2020-12-15,1,859,4,1,0,1,0,15748,4,0,0
Canada,2020-11-03,8,2067,3,1,1,1,11,37914,3,8,1
Canada,2021-02-16,0,2067,3,1,1,0,151,37914,3,44,5
Italy,2020-11-27,0,386,9,1,0,0,1,7897,11,1,0
Spain,2021-02-06,0,536,6,1,1,0,69,9491,7,18,1
Spain,2020-11-17,1,536,6,1,1,1,0,9491,7,0,0
France,2021-01-29,0,553,5,1,1,1,2,9520,6,0,0
Canada,2020-11-22,0,2067,3,1,0,1,3,37914,3,2,0
China,2021-01-04,2,490,8,1,0,0,3,10181,5,2,0
United Kingdom,2020-11-08,1,859,4,1,0,0,0,15748,4,0,0
Taiwan,2021-01-19,4,500,7,1,1,0,86,9189,9,12,2
Taiwan,2021-01-10,2,500,7,1,1,0,102,9189,9,23,1
France,2021-01-03,1,553,5,1,0,0,1,9520,6,0,0
United States,2020-11-26,4,12384,1,1,0,1,1,233503,1,0,0
United Kingdom,2020-12-18,3,859,4,1,0,0,5,15748,4,1,0
United States,2020-12-02,2,12384,1,7,1,0,21,233503,1,7,3
Germany,2020-12-28,3,490,8,1,0,0,0,9483,8,0,0
Canada,2021-01-04,5,2067,3,1,0,0,2,37914,3,2,0
United States,2020-12-13,61,12384,1,1,1,0,2584,233503,1,901,117
United Kingdom,2020-12-04,3,859,4,1,0,0,3,15748,4,0,0
Canada,2020-11-21,2,2067,3,1,1,1,5,37914,3,1,0
France,2021-01-22,0,553,5,3,1,0,2,9520,6,0,0
Canada,2020-11-17,1,2067,3,1,1,1,8,37914,3,7,0
United States,2020-12-12,0,12384,1,3,1,0,17,233503,1,8,0
Taiwan,2020-11-25,0,500,7,7,1,0,2,9189,9,2,1
India,2020-12-26,1,2687,2,7,1,0,12,51189,2,6,0
United States,2020-12-22,38,12384,1,1,0,0,33,233503,1,16,0
Canada,2020-12-18,0,2067,3,7,1,0,9,37914,3,0,0
Taiwan,2020-12-01,4,500,7,1,1,1,9,9189,9,8,1
Taiwan,2021-01-30,0,500,7,1,1,0,61,9189,9,15,0
Canada,2021-01-01,1,2067,3,7,1,0,6,37914,3,5,0
France,2021-02-14,0,553,5,1,1,0,42,9520,6,21,2
France,2020-12-31,0,553,5,7,1,0,3,9520,6,0,0
Italy,2020-12-27,2,386,9,1,0,0,1,7897,11,1,0
Singapore,2020-11-13,4,375,10,1,0,0,3,8899,10,0,0
Italy,2020-11-27,4,386,9,1,1,0,58,7897,11,26,6
Singapore,2021-01-02,2,375,10,1,0,0,4,8899,10,1,0
Singapore,2020-12-28,0,375,10,1,1,1,4,8899,10,4,0
India,2021-02-24,0,2687,2,7,1,0,3,51189,2,0,0
France,2020-12-31,0,553,5,7,1,1,7,9520,6,0,0
India,2021-01-16,0,2687,2,1,0,1,5,51189,2,5,0
United Kingdom,2021-01-01,0,859,4,1,0,1,7,15748,4,1,0
France,2021-01-19,6,553,5,1,1,0,97,9520,6,44,3
Singapore,2021-01-17,0,375,10,1,1,0,115,8899,10,41,3
Canada,2021-01-09,0,2067,3,7,1,0,1,37914,3,1,0
India,2021-01-23,6,2687,2,1,1,1,46,51189,2,30,2
Canada,2020-12-02,6,2067,3,1,0,0,2,37914,3,0,0
France,2021-02-08,0,553,5,1,1,0,75,9520,6,24,5
Italy,2021-01-13,3,386,9,1,1,0,100,7897,11,31,3
Canada,2021-01-29,0,2067,3,1,0,0,2,37914,3,1,0
Germany,2020-11-14,1,490,8,1,1,1,0,9483,8,0,0
France,2020-12-19,0,553,5,1,1,1,14,9520,6,4,0
India,2021-02-01,0,2687,2,1,1,1,39,51189,2,23,2
Spain,2020-11-21,2,536,6,1,1,0,92,9491,7,31,3
Italy,2021-01-05,1,386,9,1,1,1,12,7897,11,1,0
Germany,2021-01-07,0,490,8,2,1,0,6,9483,8,0,0
United Kingdom,2020-12-08,3,859,4,1,1,1,1,15748,4,1,0
Singapore,2020-11-21,1,375,10,1,1,0,37,8899,10,9,0
United Kingdom,2021-02-12,0,859,4,1,1,1,3,15748,4,3,1
Spain,2020-11-23,2,536,6,1,0,0,0,9491,7,0,0
United States,2020-11-23,69,12384,1,1,1,0,1642,233503,1,524,60
Italy,2021-02-10,0,386,9,1,1,0,36,7897,11,13,0
Spain,2021-01-23,0,536,6,7,1,0,3,9491,7,0,0
India,2020-12-15,10,2687,2,1,0,0,12,51189,2,6,0
India,2021-02-14,0,2687,2,1,1,1,15,51189,2,8,0
Singapore,2021-02-08,0,375,10,7,1,0,4,8899,10,1,0
United States,2020-12-11,2,12384,1,3,1,0,16,233503,1,13,3
Canada,2021-02-16,0,2067,3,1,1,1,4,37914,3,4,0
India,2020-11-08,13,2687,2,1,1,0,141,51189,2,64,9
United States,2020-11-23,1,12384,1,2,1,0,0,233503,1,0,0
Canada,2021-01-30,0,2067,3,7,1,1,2,37914,3,1,0
United Kingdom,2021-01-07,0,859,4,7,1,0,4,15748,4,3,1
Spain,2021-02-04,0,536,6,1,1,0,56,9491,7,10,2
India,2021-01-13,12,2687,2,1,0,0,9,51189,2,6,0
United Kingdom,2020-11-04,1,859,4,1,0,1,1,15748,4,0,0
Canada,2021-01-15,1,2067,3,3,1,0,9,37914,3,4,3
United Kingdom,2020-11-04,3,859,4,1,0,0,2,15748,4,1,0
India,2020-12-31,2,2687,2,1,1,1,39,51189,2,7,3
Canada,2021-02-15,0,2067,3,1,1,0,159,37914,3,46,1
United Kingdom,2021-01-12,1,859,4,1,1,1,2,15748,4,2,1
France,2021-01-07,3,553,5,1,0,0,2,9520,6,0,0
France,2021-01-22,1,553,5,1,0,0,1,9520,6,1,0
China,2021-01-26,3,490,8,1,1,0,134,10181,5,52,6
France,2021-01-05,1,553,5,1,1,1,19,9520,6,19,1
Canada,2021-01-15,1,2067,3,1,1,1,53,37914,3,37,4
Taiwan,2020-11-29,2,500,7,1,0,0,0,9189,9,0,0
Singapore,2021-01-30,0,375,10,1,1,0,92,8899,10,30,1
Taiwan,2021-01-09,1,500,7,1,1,0,107,9189,9,24,3
France,2020-11-19,2,553,5,1,1,1,4,9520,6,4,1
India,2020-12-06,0,2687,2,1,0,1,1,51189,2,0,0
United States,2020-12-11,2,12384,1,7,1,0,25,233503,1,13,3
France,2020-11-02,4,553,5,1,1,0,3,9520,6,1,0
Italy,2021-01-04,1,386,9,1,1,1,13,7897,11,1,0
United States,2021-02-01,0,12384,1,1,1,1,181,233503,1,73,10
India,2021-01-06,12,2687,2,1,0,0,8,51189,2,4,0
Canada,2021-01-11,2,2067,3,1,0,0,3,37914,3,0,0
India,2020-12-15,0,2687,2,7,1,1,3,51189,2,0,0
France,2020-12-12,1,553,5,1,1,1,10,9520,6,0,0
India,2020-11-28,5,2687,2,1,0,0,4,51189,2,2,0
Spain,2020-11-04,5,536,6,1,1,0,24,9491,7,8,3
Canada,2021-01-14,0,2067,3,7,1,1,2,37914,3,2,0
United States,2020-12-14,51,12384,1,1,0,0,37,233503,1,17,0
United States,2021-01-25,33,12384,1,1,0,0,17,233503,1,0,0
France,2020-11-24,1,553,5,1,1,1,3,9520,6,0,0
United Kingdom,2020-11-09,4,859,4,1,1,0,45,15748,4,19,1
United States,2020-11-12,69,12384,1,1,1,0,821,233503,1,314,50
Singapore,2021-01-24,3,375,10,1,1,0,113,8899,10,33,1
United Kingdom,2021-01-26,7,859,4,1,1,0,178,15748,4,63,9
India,2021-01-28,0,2687,2,1,0,1,4,51189,2,0,0
Canada,2020-12-06,13,2067,3,1,1,0,430,37914,3,150,13
Canada,2020-11-04,5,2067,3,1,0,0,2,37914,3,0,0
United States,2020-11-07,23,12384,1,1,0,0,15,233503,1,1,0
United States,2020-11-16,0,12384,1,3,1,1,5,233503,1,2,0
United States,2020-11-11,29,12384,1,1,0,0,13,233503,1,6,0
Italy,2020-12-04,4,386,9,1,1,0,55,7897,11,28,6
Italy,2020-12-02,5,386,9,1,1,0,57,7897,11,33,5
Italy,2021-01-24,0,386,9,1,1,1,5,7897,11,5,0
Canada,2021-02-03,0,2067,3,1,0,0,5,37914,3,0,0
Canada,2021-01-06,15,2067,3,1,1,0,357,37914,3,118,8
United States,2020-12-05,30,12384,1,1,0,0,29,233503,1,4,0
Italy,2021-01-20,2,386,9,1,0,0,1,7897,11,0,0
United Kingdom,2020-12-28,2,859,4,1,0,0,3,15748,4,0,0
Germany,2021-01-26,1,490,8,1,0,0,0,9483,8,0,0
India,2020-12-05,4,2687,2,1,1,1,19,51189,2,8,1
Singapore,2020-12-27,0,375,10,2,1,0,6,8899,10,0,0
Italy,2020-12-14,3,386,9,1,1,0,54,7897,11,19,3
China,2020-12-25,1,490,8,1,0,0,1,10181,5,0,0
Canada,2021-01-18,7,2067,3,1,0,0,3,37914,3,1,0
Spain,2021-02-07,0,536,6,7,1,1,7,9491,7,7,0
China,2020-12-26,1,490,8,1,1,1,6,10181,5,6,0
China,2020-11-17,3,490,8,1,1,0,46,10181,5,26,2
China,2021-01-08,2,490,8,1,0,0,6,10181,5,1,0
Italy,2021-02-24,0,386,9,1,1,0,7,7897,11,1,0
United States,2021-01-22,2,12384,1,1,0,1,14,233503,1,1,0
India,2021-01-23,14,2687,2,1,1,0,451,51189,2,181,26
Italy,2021-01-24,1,386,9,1,1,0,72,7897,11,29,4
United States,2021-02-07,0,12384,1,7,1,0,16,233503,1,5,1
Singapore,2021-02-06,0,375,10,2,1,0,1,8899,10,0,0
Spain,2020-11-04,1,536,6,1,0,0,0,9491,7,0,0
India,2020-11-24,1,2687,2,1,0,1,0,51189,2,0,0
Italy,2020-11-18,3,386,9,1,1,1,0,7897,11,0,0
Singapore,2020-11-24,4,375,10,1,1,0,68,8899,10,15,1
Italy,2021-02-07,0,386,9,1,1,0,55,7897,11,13,0
United States,2020-11-12,4,12384,1,1,0,1,7,233503,1,0,0
United Kingdom,2020-11-14,3,859,4,1,0,0,1,15748,4,0,0
Germany,2021-01-30,0,490,8,7,1,1,3,9483,8,0,0
India,2021-01-04,5,2687,2,1,1,1,35,51189,2,13,1
Italy,2020-12-28,1,386,9,1,0,0,0,7897,11,0,0
Canada,2020-11-30,1,2067,3,1,1,1,23,37914,3,20,4
India,2020-11-15,4,2687,2,1,0,0,0,51189,2,0,0
